platform,name,link,start_time,duration,status,duration_minutes,end_time,scraped_at
Codeforces,Codeforces Round 1019 (Div. 2),https://codeforces.com/contest/2103,2025-04-21 14:35:00,02:00,FINISHED,120,2025-04-21 16:35:00,2025-06-30 11:08:47
Codeforces,"Neowise Labs Contest 1 (Codeforces Round 1018, Div. 1 + Div. 2)",https://codeforces.com/contest/2096,2025-04-19 14:35:00,02:00,FINISHED,120,2025-04-19 16:35:00,2025-06-30 11:08:47
Codeforces,"Teza Round 1 (Codeforces Round 1015, Div. 1 + Div. 2)",https://codeforces.com/contest/2084,2025-04-05 14:35:00,03:00,FINISHED,180,2025-04-05 17:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 1014 (Div. 2),https://codeforces.com/contest/2092,2025-03-29 14:35:00,02:00,FINISHED,120,2025-03-29 16:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 1012 (Div. 1),https://codeforces.com/contest/2089,2025-03-23 05:35:00,02:30,FINISHED,150,2025-03-23 08:05:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 1012 (Div. 2),https://codeforces.com/contest/2090,2025-03-23 05:35:00,02:30,FINISHED,150,2025-03-23 08:05:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 1011 (Div. 2),https://codeforces.com/contest/2085,2025-03-22 14:35:00,02:00,FINISHED,120,2025-03-22 16:35:00,2025-06-30 11:08:47
Codeforces,"Codeforces Round 1010 (Div. 1, Unrated)",https://codeforces.com/contest/2081,2025-03-15 14:35:00,03:00,FINISHED,180,2025-03-15 17:35:00,2025-06-30 11:08:47
Codeforces,"Codeforces Round 1010 (Div. 2, Unrated)",https://codeforces.com/contest/2082,2025-03-15 14:35:00,03:00,FINISHED,180,2025-03-15 17:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 1008 (Div. 1),https://codeforces.com/contest/2077,2025-03-10 14:45:00,02:30,FINISHED,150,2025-03-10 17:15:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 1008 (Div. 2),https://codeforces.com/contest/2078,2025-03-10 14:45:00,02:30,FINISHED,150,2025-03-10 17:15:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 1007 (Div. 2),https://codeforces.com/contest/2071,2025-02-28 14:35:00,02:15,FINISHED,135,2025-02-28 16:50:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 1005 (Div. 2),https://codeforces.com/contest/2064,2025-02-16 14:35:00,02:00,FINISHED,120,2025-02-16 16:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 1004 (Div. 1),https://codeforces.com/contest/2066,2025-02-11 14:35:00,02:00,FINISHED,120,2025-02-11 16:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 1004 (Div. 2),https://codeforces.com/contest/2067,2025-02-11 14:35:00,02:00,FINISHED,120,2025-02-11 16:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 1002 (Div. 2),https://codeforces.com/contest/2059,2025-02-02 14:35:00,02:00,FINISHED,120,2025-02-02 16:35:00,2025-06-30 11:08:47
Codeforces,"Ethflow Round 1 (Codeforces Round 1001, Div. 1 + Div. 2)",https://codeforces.com/contest/2062,2025-01-26 14:35:00,02:30,FINISHED,150,2025-01-26 17:05:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 1000 (Div. 2),https://codeforces.com/contest/2063,2025-01-22 12:05:00,02:00,FINISHED,120,2025-01-22 14:05:00,2025-06-30 11:08:47
Codeforces,"IAEPC Preliminary Contest (Codeforces Round 999, Div. 1 + Div. 2)",https://codeforces.com/contest/2061,2025-01-20 14:35:00,03:00,FINISHED,180,2025-01-20 17:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 997 (Div. 2),https://codeforces.com/contest/2056,2025-01-17 14:35:00,02:00,FINISHED,120,2025-01-17 16:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 996 (Div. 2),https://codeforces.com/contest/2055,2025-01-12 14:35:00,02:00,FINISHED,120,2025-01-12 16:35:00,2025-06-30 11:08:47
Codeforces,Hello 2025,https://codeforces.com/contest/2057,2025-01-04 14:35:00,02:30,FINISHED,150,2025-01-04 17:05:00,2025-06-30 11:08:47
Codeforces,Good Bye 2024: 2025 is NEAR,https://codeforces.com/contest/2053,2024-12-28 14:35:00,03:00,FINISHED,180,2024-12-28 17:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 994 (Div. 2),https://codeforces.com/contest/2049,2024-12-20 14:35:00,02:00,FINISHED,120,2024-12-20 16:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Global Round 28,https://codeforces.com/contest/2048,2024-12-19 14:35:00,03:00,FINISHED,180,2024-12-19 17:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 992 (Div. 2),https://codeforces.com/contest/2040,2024-12-08 14:35:00,02:00,FINISHED,120,2024-12-08 16:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 990 (Div. 1),https://codeforces.com/contest/2046,2024-12-03 06:25:00,02:00,FINISHED,120,2024-12-03 08:25:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 990 (Div. 2),https://codeforces.com/contest/2047,2024-12-03 06:25:00,02:00,FINISHED,120,2024-12-03 08:25:00,2025-06-30 11:08:47
Codeforces,"Rayan Programming Contest 2024 - Selection (Codeforces Round 989, Div. 1 + Div. 2)",https://codeforces.com/contest/2034,2024-11-30 14:35:00,03:00,FINISHED,180,2024-11-30 17:35:00,2025-06-30 11:08:47
Codeforces,"CodeTON Round 9 (Div. 1 + Div. 2, Rated, Prizes!)",https://codeforces.com/contest/2039,2024-11-23 14:35:00,03:00,FINISHED,180,2024-11-23 17:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 987 (Div. 2),https://codeforces.com/contest/2031,2024-11-15 12:35:00,02:00,FINISHED,120,2024-11-15 14:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 986 (Div. 2),https://codeforces.com/contest/2028,2024-11-10 15:35:00,02:00,FINISHED,120,2024-11-10 17:35:00,2025-06-30 11:08:47
Codeforces,Refact.ai Match 1 (Codeforces Round 985),https://codeforces.com/contest/2029,2024-11-09 14:35:00,03:00,FINISHED,180,2024-11-09 17:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 983 (Div. 2),https://codeforces.com/contest/2032,2024-11-01 14:35:00,02:00,FINISHED,120,2024-11-01 16:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Global Round 27,https://codeforces.com/contest/2035,2024-10-27 14:35:00,03:00,FINISHED,180,2024-10-27 17:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 982 (Div. 2),https://codeforces.com/contest/2027,2024-10-26 14:35:00,02:00,FINISHED,120,2024-10-26 16:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 980 (Div. 1),https://codeforces.com/contest/2023,2024-10-20 09:05:00,02:00,FINISHED,120,2024-10-20 11:05:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 980 (Div. 2),https://codeforces.com/contest/2024,2024-10-20 09:05:00,02:00,FINISHED,120,2024-10-20 11:05:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 979 (Div. 2),https://codeforces.com/contest/2030,2024-10-19 14:05:00,02:15,FINISHED,135,2024-10-19 16:20:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 978 (Div. 2),https://codeforces.com/contest/2022,2024-10-13 19:35:00,02:00,FINISHED,120,2024-10-13 21:35:00,2025-06-30 11:08:47
Codeforces,"Codeforces Round 977 (Div. 2, based on COMPFEST 16 - Final Round)",https://codeforces.com/contest/2021,2024-10-06 06:05:00,02:00,FINISHED,120,2024-10-06 08:05:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 976 (Div. 2) and Divide By Zero 9.0,https://codeforces.com/contest/2020,2024-09-29 15:35:00,02:00,FINISHED,120,2024-09-29 17:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 975 (Div. 1),https://codeforces.com/contest/2018,2024-09-27 13:35:00,02:30,FINISHED,150,2024-09-27 16:05:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 975 (Div. 2),https://codeforces.com/contest/2019,2024-09-27 13:35:00,02:30,FINISHED,150,2024-09-27 16:05:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 973 (Div. 2),https://codeforces.com/contest/2013,2024-09-20 14:35:00,02:00,FINISHED,120,2024-09-20 16:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 972 (Div. 2),https://codeforces.com/contest/2005,2024-09-14 14:35:00,02:00,FINISHED,120,2024-09-14 16:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 969 (Div. 1),https://codeforces.com/contest/2006,2024-08-30 14:35:00,02:30,FINISHED,150,2024-08-30 17:05:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 969 (Div. 2),https://codeforces.com/contest/2007,2024-08-30 14:35:00,02:30,FINISHED,150,2024-08-30 17:05:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 968 (Div. 2),https://codeforces.com/contest/2003,2024-08-25 14:35:00,02:00,FINISHED,120,2024-08-25 16:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 967 (Div. 2),https://codeforces.com/contest/2001,2024-08-20 14:35:00,02:00,FINISHED,120,2024-08-20 16:35:00,2025-06-30 11:08:47
Codeforces,EPIC Institute of Technology Round August 2024 (Div. 1 + Div. 2),https://codeforces.com/contest/2002,2024-08-11 14:35:00,03:00,FINISHED,180,2024-08-11 17:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 965 (Div. 2),https://codeforces.com/contest/1998,2024-08-10 14:35:00,02:00,FINISHED,120,2024-08-10 16:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 963 (Div. 2),https://codeforces.com/contest/1993,2024-08-04 14:35:00,02:00,FINISHED,120,2024-08-04 16:35:00,2025-06-30 11:08:47
Codeforces,Pinely Round 4 (Div. 1 + Div. 2),https://codeforces.com/contest/1991,2024-07-28 14:35:00,03:00,FINISHED,180,2024-07-28 17:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 961 (Div. 2),https://codeforces.com/contest/1995,2024-07-23 14:35:00,02:00,FINISHED,120,2024-07-23 16:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 960 (Div. 2),https://codeforces.com/contest/1990,2024-07-20 14:35:00,02:00,FINISHED,120,2024-07-20 16:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 959 sponsored by NEAR (Div. 1 + Div. 2),https://codeforces.com/contest/1994,2024-07-18 14:35:00,02:00,FINISHED,120,2024-07-18 16:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 958 (Div. 2),https://codeforces.com/contest/1988,2024-07-15 14:35:00,02:00,FINISHED,120,2024-07-15 16:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 956 (Div. 2) and ByteRace 2024,https://codeforces.com/contest/1983,2024-07-07 14:35:00,02:15,FINISHED,135,2024-07-07 16:50:00,2025-06-30 11:08:47
Codeforces,EPIC Institute of Technology Round Summer 2024 (Div. 1 + Div. 2),https://codeforces.com/contest/1987,2024-06-30 14:35:00,03:00,FINISHED,180,2024-06-30 17:35:00,2025-06-30 11:08:47
Codeforces,"Codeforces Round 955 (Div. 2, with prizes from NEAR!)",https://codeforces.com/contest/1982,2024-06-25 14:35:00,02:00,FINISHED,120,2024-06-25 16:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 953 (Div. 2),https://codeforces.com/contest/1978,2024-06-16 09:05:00,02:00,FINISHED,120,2024-06-16 11:05:00,2025-06-30 11:08:47
Codeforces,Codeforces Global Round 26,https://codeforces.com/contest/1984,2024-06-09 14:35:00,03:00,FINISHED,180,2024-06-09 17:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 951 (Div. 2),https://codeforces.com/contest/1979,2024-06-06 14:35:00,02:00,FINISHED,120,2024-06-06 16:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 949 (Div. 2),https://codeforces.com/contest/1981,2024-05-31 10:05:00,02:00,FINISHED,120,2024-05-31 12:05:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 948 (Div. 2),https://codeforces.com/contest/1977,2024-05-26 14:35:00,02:00,FINISHED,120,2024-05-26 16:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 947 (Div. 1 + Div. 2),https://codeforces.com/contest/1975,2024-05-25 14:35:00,03:00,FINISHED,180,2024-05-25 17:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 945 (Div. 2),https://codeforces.com/contest/1973,2024-05-17 14:35:00,02:00,FINISHED,120,2024-05-17 16:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 942 (Div. 1),https://codeforces.com/contest/1967,2024-04-30 14:35:00,02:30,FINISHED,150,2024-04-30 17:05:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 942 (Div. 2),https://codeforces.com/contest/1972,2024-04-30 14:35:00,02:30,FINISHED,150,2024-04-30 17:05:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 941 (Div. 1),https://codeforces.com/contest/1965,2024-04-27 14:35:00,02:00,FINISHED,120,2024-04-27 16:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 941 (Div. 2),https://codeforces.com/contest/1966,2024-04-27 14:35:00,02:00,FINISHED,120,2024-04-27 16:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 940 (Div. 2) and CodeCraft-23,https://codeforces.com/contest/1957,2024-04-21 14:35:00,02:15,FINISHED,135,2024-04-21 16:50:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 939 (Div. 2),https://codeforces.com/contest/1956,2024-04-13 14:35:00,02:00,FINISHED,120,2024-04-13 16:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Global Round 25,https://codeforces.com/contest/1951,2024-04-06 14:35:00,03:00,FINISHED,180,2024-04-06 17:35:00,2025-06-30 11:08:47
Codeforces,"CodeTON Round 8 (Div. 1 + Div. 2, Rated, Prizes!)",https://codeforces.com/contest/1942,2024-03-30 14:35:00,03:00,FINISHED,180,2024-03-30 17:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 936 (Div. 2),https://codeforces.com/contest/1946,2024-03-22 14:35:00,02:00,FINISHED,120,2024-03-22 16:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 934 (Div. 1),https://codeforces.com/contest/1943,2024-03-16 14:35:00,02:25,FINISHED,145,2024-03-16 17:00:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 934 (Div. 2),https://codeforces.com/contest/1944,2024-03-16 14:35:00,02:25,FINISHED,145,2024-03-16 17:00:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 932 (Div. 2),https://codeforces.com/contest/1935,2024-03-05 14:35:00,02:00,FINISHED,120,2024-03-05 16:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 931 (Div. 2),https://codeforces.com/contest/1934,2024-03-01 14:35:00,02:00,FINISHED,120,2024-03-01 16:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 930 (Div. 1),https://codeforces.com/contest/1936,2024-02-29 14:35:00,02:00,FINISHED,120,2024-02-29 16:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 930 (Div. 2),https://codeforces.com/contest/1937,2024-02-29 14:35:00,02:00,FINISHED,120,2024-02-29 16:35:00,2025-06-30 11:08:47
Codeforces,think-cell Round 1,https://codeforces.com/contest/1930,2024-02-17 14:35:00,03:00,FINISHED,180,2024-02-17 17:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 926 (Div. 2),https://codeforces.com/contest/1929,2024-02-15 14:35:00,02:00,FINISHED,120,2024-02-15 16:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 924 (Div. 2),https://codeforces.com/contest/1928,2024-02-11 09:35:00,02:00,FINISHED,120,2024-02-11 11:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 922 (Div. 2),https://codeforces.com/contest/1918,2024-01-30 14:35:00,02:10,FINISHED,130,2024-01-30 16:45:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 921 (Div. 1),https://codeforces.com/contest/1924,2024-01-27 14:45:00,02:00,FINISHED,120,2024-01-27 16:45:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 921 (Div. 2),https://codeforces.com/contest/1925,2024-01-27 14:45:00,02:00,FINISHED,120,2024-01-27 16:45:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 919 (Div. 2),https://codeforces.com/contest/1920,2024-01-13 14:35:00,02:00,FINISHED,120,2024-01-13 16:35:00,2025-06-30 11:08:47
Codeforces,Hello 2024,https://codeforces.com/contest/1919,2024-01-06 14:35:00,02:30,FINISHED,150,2024-01-06 17:05:00,2025-06-30 11:08:47
Codeforces,Good Bye 2023,https://codeforces.com/contest/1916,2023-12-30 14:50:00,02:00,FINISHED,120,2023-12-30 16:50:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 917 (Div. 2),https://codeforces.com/contest/1917,2023-12-24 14:35:00,02:00,FINISHED,120,2023-12-24 16:35:00,2025-06-30 11:08:47
Codeforces,Pinely Round 3 (Div. 1 + Div. 2),https://codeforces.com/contest/1909,2023-12-23 14:35:00,03:00,FINISHED,180,2023-12-23 17:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 915 (Div. 2),https://codeforces.com/contest/1905,2023-12-16 14:35:00,02:00,FINISHED,120,2023-12-16 16:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 914 (Div. 2),https://codeforces.com/contest/1904,2023-12-09 16:05:00,02:00,FINISHED,120,2023-12-09 18:05:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 912 (Div. 2),https://codeforces.com/contest/1903,2023-11-30 16:35:00,02:15,FINISHED,135,2023-11-30 18:50:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 911 (Div. 2),https://codeforces.com/contest/1900,2023-11-26 14:35:00,02:00,FINISHED,120,2023-11-26 16:35:00,2025-06-30 11:08:47
Codeforces,"CodeTON Round 7 (Div. 1 + Div. 2, Rated, Prizes!)",https://codeforces.com/contest/1896,2023-11-25 14:50:00,02:30,FINISHED,150,2023-11-25 17:20:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 910 (Div. 2),https://codeforces.com/contest/1898,2023-11-19 14:35:00,02:00,FINISHED,120,2023-11-19 16:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 908 (Div. 1),https://codeforces.com/contest/1893,2023-11-07 14:35:00,02:00,FINISHED,120,2023-11-07 16:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 908 (Div. 2),https://codeforces.com/contest/1894,2023-11-07 14:35:00,02:00,FINISHED,120,2023-11-07 16:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 907 (Div. 2),https://codeforces.com/contest/1891,2023-10-30 14:35:00,02:00,FINISHED,120,2023-10-30 16:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 906 (Div. 1),https://codeforces.com/contest/1889,2023-10-28 14:35:00,02:30,FINISHED,150,2023-10-28 17:05:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 906 (Div. 2),https://codeforces.com/contest/1890,2023-10-28 14:35:00,02:30,FINISHED,150,2023-10-28 17:05:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 905 (Div. 1),https://codeforces.com/contest/1887,2023-10-22 11:05:00,02:00,FINISHED,120,2023-10-22 13:05:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 905 (Div. 2),https://codeforces.com/contest/1888,2023-10-22 11:05:00,02:00,FINISHED,120,2023-10-22 13:05:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 905 (Div. 3),https://codeforces.com/contest/1883,2023-10-22 11:05:00,02:00,FINISHED,120,2023-10-22 13:05:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 904 (Div. 2),https://codeforces.com/contest/1884,2023-10-22 07:05:00,02:00,FINISHED,120,2023-10-22 09:05:00,2025-06-30 11:08:47
Codeforces,"Codeforces Round 902 (Div. 1, based on COMPFEST 15 - Final Round)",https://codeforces.com/contest/1876,2023-10-08 09:05:00,02:30,FINISHED,150,2023-10-08 11:35:00,2025-06-30 11:08:47
Codeforces,"Codeforces Round 902 (Div. 2, based on COMPFEST 15 - Final Round)",https://codeforces.com/contest/1877,2023-10-08 09:05:00,02:30,FINISHED,150,2023-10-08 11:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 901 (Div. 1),https://codeforces.com/contest/1874,2023-09-30 14:35:00,03:00,FINISHED,180,2023-09-30 17:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 901 (Div. 2),https://codeforces.com/contest/1875,2023-09-30 14:35:00,03:00,FINISHED,180,2023-09-30 17:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 899 (Div. 2),https://codeforces.com/contest/1882,2023-09-25 14:35:00,02:00,FINISHED,120,2023-09-25 16:35:00,2025-06-30 11:08:47
Codeforces,"CodeTON Round 6 (Div. 1 + Div. 2, Rated, Prizes!)",https://codeforces.com/contest/1870,2023-09-18 14:35:00,02:15,FINISHED,135,2023-09-18 16:50:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 897 (Div. 2),https://codeforces.com/contest/1867,2023-09-11 14:35:00,02:00,FINISHED,120,2023-09-11 16:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 896 (Div. 1),https://codeforces.com/contest/1868,2023-09-10 14:05:00,02:30,FINISHED,150,2023-09-10 16:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 896 (Div. 2),https://codeforces.com/contest/1869,2023-09-10 14:05:00,02:30,FINISHED,150,2023-09-10 16:35:00,2025-06-30 11:08:47
Codeforces,Pinely Round 2 (Div. 1 + Div. 2),https://codeforces.com/contest/1863,2023-08-30 14:35:00,03:00,FINISHED,180,2023-08-30 17:35:00,2025-06-30 11:08:47
Codeforces,Harbour.Space Scholarship Contest 2023-2024 (Div. 1 + Div. 2),https://codeforces.com/contest/1864,2023-08-26 14:35:00,03:00,FINISHED,180,2023-08-26 17:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 893 (Div. 2),https://codeforces.com/contest/1858,2023-08-15 14:35:00,02:00,FINISHED,120,2023-08-15 16:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 892 (Div. 2),https://codeforces.com/contest/1859,2023-08-12 14:35:00,02:00,FINISHED,120,2023-08-12 16:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 890 (Div. 2) supported by Constructor Institute,https://codeforces.com/contest/1856,2023-08-05 14:35:00,02:00,FINISHED,120,2023-08-05 16:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 889 (Div. 1),https://codeforces.com/contest/1854,2023-07-29 14:35:00,02:30,FINISHED,150,2023-07-29 17:05:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 889 (Div. 2),https://codeforces.com/contest/1855,2023-07-29 14:35:00,02:30,FINISHED,150,2023-07-29 17:05:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 887 (Div. 1),https://codeforces.com/contest/1852,2023-07-23 14:35:00,02:30,FINISHED,150,2023-07-23 17:05:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 887 (Div. 2),https://codeforces.com/contest/1853,2023-07-23 14:35:00,02:30,FINISHED,150,2023-07-23 17:05:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 885 (Div. 2),https://codeforces.com/contest/1848,2023-07-16 14:35:00,02:00,FINISHED,120,2023-07-16 16:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 884 (Div. 1 + Div. 2),https://codeforces.com/contest/1844,2023-07-11 14:35:00,03:00,FINISHED,180,2023-07-11 17:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 882 (Div. 2),https://codeforces.com/contest/1847,2023-07-06 14:35:00,02:15,FINISHED,135,2023-07-06 16:50:00,2025-06-30 11:08:47
Codeforces,"CodeTON Round 5 (Div. 1 + Div. 2, Rated, Prizes!)",https://codeforces.com/contest/1842,2023-06-24 14:05:00,03:00,FINISHED,180,2023-06-24 17:05:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 880 (Div. 1),https://codeforces.com/contest/1835,2023-06-18 14:35:00,02:00,FINISHED,120,2023-06-18 16:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 880 (Div. 2),https://codeforces.com/contest/1836,2023-06-18 14:35:00,02:00,FINISHED,120,2023-06-18 16:35:00,2025-06-30 11:08:47
Codeforces,Codeforces Round 879 (Div. 2),https://codeforces.com/contest/1834,2023-06-18 08:05:00,02:00,FINISHED,120,2023-06-18 10:05:00,2025-06-30 11:08:47
